name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ho Chi Minh City, VN",10/28/2024,92.8,80.4,84.8,95.2,79.8,85.1,75.8,79,0,49,25.4,rain,0,0,17.6,14.1,63,1011.7,67.9,15.7,127.4,4.6,4,0,2024-10-28T05:38:00,2024-10-28T18:13:00,0.58,Partially cloudy,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",10/29/2024,87.1,76.3,80.8,88.1,75.6,81.8,71.3,97.6,0.11,79,41,rain,0,0,16.2,11,222.1,1007.5,72.1,15.5,168.6,6.1,2,10,2024-10-29T05:35:00,2024-10-29T18:11:00,0.61,"Rain, Overcast","Mưa, nhiệt độ vừa, độ ẩm cao.",rain,VVTS
"Ho Chi Minh City, VN",10/30/2024,89,79.1,82,90.5,77.9,83,66.3,86.9,0.22,78,53.2,rain,0,0,14.5,9.1,53.4,1009.4,89.9,16.4,252.9,9.1,6,0,2024-10-30T05:43:00,2024-10-30T18:01:00,0.64,"Rain, Overcast","Mưa, nhiệt độ vừa, độ ẩm cao.",rain,VVTS
"Ho Chi Minh City, VN",10/31/2024,84.9,77.1,79.3,86.5,76.5,80.4,70.1,84.7,0.35,74,58.5,rain,0,0,20.2,14.3,69.3,1009.9,83.2,16.1,170.8,6.1,4,0,2024-10-31T05:48:00,2024-10-31T18:03:00,0.68,"Rain, Overcast","Mưa, nhiệt độ vừa, độ ẩm cao.",rain,VVTS
"Ho Chi Minh City, VN",11/1/2024,81.1,71.4,76,84,70.5,77.5,60.3,54.6,0.26,32,6,rain,0,0,22.4,15.3,336.9,1011.5,49.9,13.9,210,7.6,8,0,2024-11-01T05:40:00,2024-11-01T18:18:00,0.71,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/2/2024,83.1,72.3,76.4,86,71.3,78.1,60.5,84.5,0,14,0,,0,0,13.3,8.8,109.9,1011.7,48.7,15.8,294.3,10.6,5,0,2024-11-02T05:46:00,2024-11-02T18:16:00,0.75,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",11/3/2024,86.1,75.2,79.4,88,73.7,80.1,70.7,62.3,0.02,34,21.7,rain,0,0,18.6,11.9,57.7,1012.2,65.9,18,230.1,8.3,11,0,2024-11-03T05:31:00,2024-11-03T18:12:00,0.78,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/4/2024,82.1,72.2,75.1,84.4,71.3,76.9,59.2,70.9,0,11,0,,0,0,19.1,13.7,336.9,1009.1,71.7,14.4,251.1,9,6,0,2024-11-04T05:30:00,2024-11-04T18:13:00,0.81,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/5/2024,82.5,75.6,78.2,84.7,73.9,77.2,63.4,72.9,0,15,0,,0,0,19.2,12.3,43.2,1010.4,60.8,8.5,283,10.2,9,10,2024-11-05T05:31:00,2024-11-05T18:12:00,0.85,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/6/2024,84.8,74,78.4,87.2,72.6,79.5,65.8,68.2,0,0,0,,0,0,9.8,6.6,86.8,1010.1,46.8,13.7,215.5,7.8,7,0,2024-11-06T05:38:00,2024-11-06T18:00:00,0.88,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/7/2024,82.6,74.7,77.6,84.4,73.3,78.3,69,68,0,3,0,,0,0,11.9,8.4,322.5,1010.1,42.9,12.8,210.2,7.6,11,0,2024-11-07T05:48:00,2024-11-07T18:18:00,0.92,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/8/2024,83.5,75.7,77.8,85.7,75.3,79.5,60.6,80.1,0.09,29,10.8,rain,0,0,14,10.3,352.6,1004.2,63.6,13.8,239.6,8.6,9,0,2024-11-08T05:36:00,2024-11-08T18:12:00,0.95,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm cao.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/9/2024,87.2,79.1,81.6,89,78.9,83,68.8,72.5,0,13,0,,0,0,15.2,8.4,259.9,1008.3,44.3,15.3,264.6,9.5,8,0,2024-11-09T05:49:00,2024-11-09T18:01:00,0.98,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/10/2024,86.1,74.1,78.5,88,72.9,79.2,66.1,59.6,0.1,31,14.3,rain,0,0,17.6,8.7,155.2,1011.9,50.5,14.8,280.2,10.1,6,0,2024-11-10T05:37:00,2024-11-10T18:05:00,0.02,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/11/2024,85.8,75.6,78.9,86.8,74.3,77.9,62.5,62.1,0,44,29.2,rain,0,0,15.1,11.6,194.8,1011.1,58.6,16,227.9,8.2,8,0,2024-11-11T05:38:00,2024-11-11T18:14:00,0.05,Partially cloudy,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/12/2024,85.3,75.8,78.1,87.9,75.3,79.9,61.4,75.3,0,7,0,,0,0,14.6,9.8,327.6,1012.1,52,16.8,309.6,11.1,6,0,2024-11-12T05:43:00,2024-11-12T18:01:00,0.08,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/13/2024,86.1,76.5,79.8,88.1,75.8,79.8,64.3,76.3,0.04,21,11,rain,0,0,16.4,12,224.5,1007.8,68.8,18,336,12.1,7,0,2024-11-13T05:33:00,2024-11-13T18:16:00,0.12,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/14/2024,82.3,73.1,77,84.8,72,78.3,60.9,61.9,0,4,0,,0,0,18.1,11.1,342.8,1010.7,59.4,19.1,259.9,9.4,4,30,2024-11-14T05:35:00,2024-11-14T18:06:00,0.15,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/15/2024,81.7,73,76.4,83,71.1,76.7,64.4,66.4,0.04,23,5.6,rain,0,0,20,12.6,18.6,1004.7,72.7,17.6,349.9,12.6,10,0,2024-11-15T05:38:00,2024-11-15T18:05:00,0.19,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/16/2024,84.3,73,76.9,85.6,71.3,76.4,61.4,64.8,0,4,0,,0,0,20.6,15.8,352.6,1010.4,47.3,17.9,280.3,10.1,6,0,2024-11-16T05:49:00,2024-11-16T18:14:00,0.22,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/17/2024,82.3,70.4,74.6,83.8,69.7,76.2,59,77.5,0,16,0,,0,0,19.4,10.6,55.5,1002.7,63.4,15.7,270.9,9.8,5,0,2024-11-17T05:31:00,2024-11-17T18:03:00,0.25,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/18/2024,83.3,71.3,75.8,84.4,69.7,75.5,61.7,62.1,0.03,22,24.4,rain,0,0,13.8,9.3,163.1,1006.9,63.7,17.6,337.6,12.2,6,0,2024-11-18T05:31:00,2024-11-18T18:06:00,0.29,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/19/2024,86.4,74.7,79.3,88.2,72.8,80,68.8,71.7,0.02,38,5,rain,0,0,10.9,7.2,27.1,1004.3,50.1,18.5,230.9,8.3,8,0,2024-11-19T05:30:00,2024-11-19T18:07:00,0.32,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/20/2024,86.4,76.5,80.4,89.1,74.7,80.7,66,69.5,0.17,32,17.6,rain,0,0,15.6,11.4,237.1,1006.1,57.7,16,295.3,10.6,8,0,2024-11-20T05:39:00,2024-11-20T18:13:00,0.36,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/21/2024,88.6,78.6,82.7,90.3,78.5,82,73.9,67.5,0,0,0,,0,0,16.6,11.3,29.6,1010.1,73,9.9,263.2,9.5,8,0,2024-11-21T05:40:00,2024-11-21T18:03:00,0.39,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/22/2024,84,73.7,78.6,85.1,71.9,77.9,61.4,69.7,0.07,36,18.4,rain,0,0,21.8,13.2,214.5,1012.9,62.3,9.5,256.8,9.2,7,0,2024-11-22T05:49:00,2024-11-22T18:19:00,0.42,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/23/2024,84.3,76.4,78.6,86.9,75.1,78.1,64.9,70.6,0,15,0,,0,0,22.2,12.6,232.7,1006.4,69.1,17.1,273,9.8,5,0,2024-11-23T05:43:00,2024-11-23T18:02:00,0.46,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/24/2024,84,72.9,77.5,87,71.5,77.2,64.6,75.4,0.01,28,12.8,rain,0,0,16.5,11.3,104,1008,58.4,14.9,286.8,10.3,11,0,2024-11-24T05:39:00,2024-11-24T18:06:00,0.49,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/25/2024,81.8,73.4,76.4,83.2,72.6,77.4,66.5,71.6,0,19,0,,0,0,16.5,12.1,284.4,1009.7,42.2,14,255.2,9.2,8,0,2024-11-25T05:41:00,2024-11-25T18:00:00,0.53,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/26/2024,81.3,73,76.5,82.6,71.7,77.9,65.3,65.6,0.03,39,25.3,rain,0,0,12.5,8.4,284.4,1006.6,66.1,16.2,191.7,6.9,5,0,2024-11-26T05:39:00,2024-11-26T18:08:00,0.56,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/27/2024,84.3,74,78.4,85.8,73.4,78.7,69.6,58.5,0,19,0,,0,0,19.1,10.7,343.6,1009.7,70.5,11.4,270.6,9.7,9,0,2024-11-27T05:44:00,2024-11-27T18:06:00,0.59,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",11/28/2024,82.3,73.6,77.3,83.3,72,77.6,60.5,69.8,0.16,26,8,rain,0,0,24.5,16.3,46.2,1009.8,70.6,9.6,166,6,11,0,2024-11-28T05:47:00,2024-11-28T18:03:00,0.63,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/29/2024,83.8,76.5,79,86.2,76.2,79.8,69.8,54.8,0.02,27,15,rain,0,0,20.4,12.6,196.7,1009.5,63.9,16.1,189.2,6.8,9,0,2024-11-29T05:39:00,2024-11-29T18:04:00,0.66,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",11/30/2024,87.2,75.8,79.7,88.3,74.9,79.3,71.6,90.3,0,4,0,,0,0,13.5,7.9,352.6,1009.1,42.1,12.3,195.3,7,8,0,2024-11-30T05:30:00,2024-11-30T18:14:00,0.69,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",12/1/2024,85,73,77.1,87.8,71.4,77,68.9,63.4,0.01,33,10.7,rain,0,0,10.3,5.3,62,1011.9,42.5,12.8,211.2,7.6,6,0,2024-12-01T05:33:00,2024-12-01T18:11:00,0.73,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/2/2024,89,79.4,82.3,91.4,78.7,82.3,72.2,74.4,0,0,0,,0,0,13.1,9.5,298.9,1009.2,50.2,16.5,242.6,8.7,7,0,2024-12-02T05:34:00,2024-12-02T18:01:00,0.76,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/3/2024,83.8,73.9,76.6,85,73.8,76.6,58.6,72.4,0.07,50,26,rain,0,0,18.4,12.8,353.7,1009.3,42.1,16,269,9.7,7,0,2024-12-03T05:34:00,2024-12-03T18:06:00,0.8,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/4/2024,86.2,77.4,80.8,87.7,75.6,82.5,64.5,70.3,0,8,0,,0,0,18.3,8.6,119.9,1005.3,31,19.1,228.9,8.2,10,0,2024-12-04T05:42:00,2024-12-04T18:04:00,0.83,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/5/2024,85.9,75.5,79.4,87.7,74,79.3,68.4,64.9,0,19,0,,0,0,16.8,10.1,41.3,1014.5,74,18.3,215.3,7.8,9,0,2024-12-05T05:35:00,2024-12-05T18:00:00,0.86,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/6/2024,85.8,74.5,78.7,88,74.3,77.9,61,74.5,0,19,0,,0,0,15.5,11.6,214,1002.3,51.8,14.7,291.6,10.5,8,0,2024-12-06T05:32:00,2024-12-06T18:18:00,0.9,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/7/2024,84.8,77.1,79.7,87.7,75.6,81,62.9,57.8,0.03,43,6.9,rain,0,0,22.8,15.9,99.9,1002.9,30.3,7.6,308.8,11.1,7,0,2024-12-07T05:46:00,2024-12-07T18:16:00,0.93,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/8/2024,82.7,75.8,78.5,85.5,74.5,78.4,69.7,72.3,0.1,40,28.5,rain,0,0,17.8,13.4,111.5,1009.4,46.7,11.2,290.7,10.5,7,0,2024-12-08T05:42:00,2024-12-08T18:19:00,0.97,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/9/2024,88.8,78.5,82.6,91.2,76.8,82.3,70.5,63.4,0.06,42,24.1,rain,0,0,13,8.6,249.6,1011.3,51.3,14.4,221.6,8,6,0,2024-12-09T05:47:00,2024-12-09T18:02:00,0,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/10/2024,81.5,71.7,75.9,83.3,70.6,77.5,58.6,68.3,0,19,0,,0,0,12.9,8.4,217.1,1010.2,30.2,18,294,10.6,6,0,2024-12-10T05:43:00,2024-12-10T18:02:00,0.03,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/11/2024,87.1,76.9,80.1,89.1,75.1,79.7,65.7,72.2,0,5,0,,0,0,24.3,16.2,185.4,1011.5,37,16.8,197.3,7.1,8,0,2024-12-11T05:48:00,2024-12-11T18:18:00,0.07,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/12/2024,82.8,71.6,75.8,85.5,71.2,75.2,59.8,67.3,0,0,0,,0,0,14.4,10.3,60.3,1009.4,62.4,21,239.2,8.6,7,0,2024-12-12T05:38:00,2024-12-12T18:04:00,0.1,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/13/2024,87,74.7,79.4,89.9,73.1,80.5,63.1,53.8,0.01,29,13.2,rain,0,0,13.5,8.7,168.5,1004.7,60.2,16.4,257,9.3,8,0,2024-12-13T05:35:00,2024-12-13T18:13:00,0.14,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/14/2024,84,73.7,76.4,86.5,73.3,75.7,64.7,67.6,0.02,34,26.9,rain,0,0,17.1,12.6,117.1,1014.5,59.3,11.9,184.6,6.6,8,0,2024-12-14T05:30:00,2024-12-14T18:06:00,0.17,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/15/2024,87.5,79.2,82.3,89.7,78.9,83.5,70.5,48.3,0,5,0,,0,0,19,11.2,323,1007.3,74.2,13.8,320.3,11.5,8,0,2024-12-15T05:43:00,2024-12-15T18:18:00,0.2,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/16/2024,87.5,77.1,79.6,89.5,76.7,80.4,64.1,83.5,0,8,0,,0,0,13.5,7.9,87.9,1011.5,43.1,7.3,288.8,10.4,8,0,2024-12-16T05:35:00,2024-12-16T18:07:00,0.24,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",12/17/2024,83.4,74.6,76.9,85.4,72.6,77.1,67.1,67.8,0.01,21,15.4,rain,0,0,13.3,8.3,307.6,1007.6,61.2,16.1,207.3,7.5,8,10,2024-12-17T05:48:00,2024-12-17T18:12:00,0.27,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/18/2024,82.4,71,75.8,83.8,70.5,76,59.2,62.4,0,0,0,,0,0,21.1,17.1,161.9,1004.4,57.1,14.7,254.7,9.2,9,0,2024-12-18T05:35:00,2024-12-18T18:05:00,0.31,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/19/2024,85.9,74.8,78.7,87.3,74.2,79.1,61.1,48.2,0.04,27,24.5,rain,0,0,16,8.9,239.5,1010.1,48.8,16.9,216.9,7.8,7,10,2024-12-19T05:30:00,2024-12-19T18:19:00,0.34,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/20/2024,85.1,76,80.3,87.2,75,81.7,71.1,83.9,0,16,0,,0,0,15.1,9.9,343.3,1005.2,62.7,18.4,253.4,9.1,7,0,2024-12-20T05:47:00,2024-12-20T18:00:00,0.37,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",12/21/2024,87.1,74.9,79.6,89.9,74.4,78.6,71.2,79.6,0.08,48,24.7,rain,0,0,21.6,11.8,358.6,1009,66.6,7.7,221.4,8,8,0,2024-12-21T05:44:00,2024-12-21T18:12:00,0.41,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/22/2024,86.2,75.2,78.5,88.1,74.1,78.5,64.1,56.8,0,16,0,,0,0,23.7,15,192.1,1010.4,70,11.2,336.3,12.1,6,0,2024-12-22T05:35:00,2024-12-22T18:11:00,0.44,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/23/2024,82.3,74.3,77.2,83.7,72.5,77.8,68.3,77.3,0,17,0,,0,0,13.6,7.7,254.4,1010.5,65.1,13.6,331.1,11.9,6,0,2024-12-23T05:44:00,2024-12-23T18:16:00,0.47,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/24/2024,88,77.8,80.8,90.5,77.7,82.7,72.4,68,0.01,27,17.8,rain,0,0,13.3,9.6,331.5,1007.7,63.2,14.2,248.4,8.9,8,0,2024-12-24T05:32:00,2024-12-24T18:00:00,0.51,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/25/2024,86.5,76.1,81,89.2,75.4,82,72.5,66.8,0,27,22.2,rain,0,0,17.6,10.6,229.4,1010.7,50.3,12.7,255.9,9.2,8,0,2024-12-25T05:45:00,2024-12-25T18:19:00,0.54,Partially cloudy,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/26/2024,86.8,74.4,79.3,88.9,74.4,80.3,70.9,70.8,0,11,0,,0,0,15,10.2,109.8,1010.3,42.4,9.4,349.4,12.6,11,0,2024-12-26T05:40:00,2024-12-26T18:19:00,0.58,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/27/2024,85.4,74.4,77.5,88.2,74,77.1,61.1,71.4,0,5,0,,0,0,10.8,6.8,133.6,1013.5,63.6,12.4,273.2,9.8,4,0,2024-12-27T05:42:00,2024-12-27T18:03:00,0.61,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/28/2024,85,77.5,80.7,86.5,76.5,81.2,63.8,62.2,0.01,33,13.9,rain,0,0,13.1,8.8,308.3,1007.6,50.7,17,304,10.9,8,0,2024-12-28T05:43:00,2024-12-28T18:13:00,0.64,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/29/2024,86.3,73.9,78.4,87.6,72.3,79.9,68.3,60.7,0,0,0,,0,0,18.4,12.8,203.6,1008.2,62.8,13,337.8,12.2,7,0,2024-12-29T05:43:00,2024-12-29T18:03:00,0.68,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",12/30/2024,89.5,79.4,81.8,92.3,78.4,82.9,70.2,76.8,0.03,22,28.1,rain,0,0,20,11.1,135.6,1011.7,50,15.2,199.5,7.2,5,0,2024-12-30T05:40:00,2024-12-30T18:12:00,0.71,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",12/31/2024,87.7,78.5,81.9,90.6,77.1,81.9,68.5,58.1,0,20,0,,0,0,24.7,15.2,293.9,1003.7,41.9,13.2,361.9,13,3,0,2024-12-31T05:44:00,2024-12-31T18:03:00,0.75,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/1/2025,82.9,73.3,75.9,85.5,72.2,76.5,58.8,76.5,0.04,21,21.5,rain,0,0,18.7,9.9,261.3,1013.7,46.9,17.8,181,6.5,9,0,2025-01-01T05:38:00,2025-01-01T18:16:00,0.78,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/2/2025,85.6,73.3,78.1,86.7,72.5,78.1,66.2,67.7,0.02,23,14.1,rain,0,0,18.1,14.5,113.9,1012.9,50.4,12.7,206,7.4,8,0,2025-01-02T05:36:00,2025-01-02T18:14:00,0.81,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/3/2025,85.8,76,78.4,88.1,75.7,80,68.5,73.7,0,0,0,,0,0,18.2,10.5,302.3,1008.6,43,9.3,296.2,10.7,7,0,2025-01-03T05:41:00,2025-01-03T18:17:00,0.85,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/4/2025,80.2,73,75.1,82.8,72.9,75.4,60.4,76.4,0.06,34,13.4,rain,0,0,18.6,12.2,262.4,1006.9,40.5,9.2,202.4,7.3,6,0,2025-01-04T05:35:00,2025-01-04T18:17:00,0.88,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/5/2025,83,72.2,76.4,86,72.2,77.1,61,77.3,0,12,0,,0,0,13.3,9.1,216.5,1014.7,43.1,18.5,269.7,9.7,10,0,2025-01-05T05:42:00,2025-01-05T18:19:00,0.92,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/6/2025,82.4,73.8,77.5,85.2,73,79.4,66.6,69.5,0,0,0,,0,0,14.8,11.8,116.6,1012.9,43.1,12.4,251.9,9.1,6,0,2025-01-06T05:46:00,2025-01-06T18:15:00,0.95,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/7/2025,87.2,76.3,81.1,89.3,75.7,82.9,68.5,78.7,0.03,27,7.6,rain,0,0,13.1,8.7,172.7,1005.6,57,17.9,313.6,11.3,4,0,2025-01-07T05:32:00,2025-01-07T18:05:00,0.98,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
"Ho Chi Minh City, VN",1/8/2025,88.2,79.3,82.2,91.1,79,82.2,71.1,77,0,20,0,,0,0,24.4,15.4,111.6,1005.4,48.7,10.1,304.9,11,5,0,2025-01-08T05:32:00,2025-01-08T18:12:00,0.02,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/9/2025,80.9,71.7,75.2,82.5,70,76.9,60.8,69.5,0,14,0,,0,0,18.1,13.3,137.3,1012,39.4,10.6,174.3,6.3,8,0,2025-01-09T05:42:00,2025-01-09T18:03:00,0.05,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/10/2025,84.6,73.8,77.5,86.1,72.2,79,67.7,71,0,0,0,,0,0,16.5,10,129.8,1012.9,57.8,18,210.9,7.6,10,0,2025-01-10T05:30:00,2025-01-10T18:11:00,0.08,Clear,"Nắng, nhiệt độ vừa, độ ẩm trung bình.",clear-day,VVTS
"Ho Chi Minh City, VN",1/11/2025,80,73.8,75.8,82.3,73.1,77.8,63.1,90.4,0,7,0,,0,0,15.8,8.3,317.8,1008.2,59.8,13.9,231.5,8.3,7,0,2025-01-11T05:34:00,2025-01-11T18:08:00,0.12,Clear,"Nắng, nhiệt độ vừa, độ ẩm cao.",clear-day,VVTS
"Ho Chi Minh City, VN",1/12/2025,86.7,74.9,79.7,89.4,73.5,79.3,63,63.3,0.07,36,11.6,rain,0,0,19.2,9.7,104.8,1010.4,51.2,7.8,244.9,8.8,8,0,2025-01-12T05:38:00,2025-01-12T18:12:00,0.15,Partially cloudy,"Mưa, nhiệt độ vừa, độ ẩm trung bình.",partly-cloudy-day,VVTS
